type,ent_ts,ent_px,qty,sl,tp,ent_idx,scale,exit_px,exit_ts,reason,pnl,equity
long,2024-05-06 11:34:00-04:00,18104.0,3.0,18042.75,18160.25,683536,3.0,18092.25,2024-05-06 12:14:00-04:00,VWAP,-713.22,302562.6839999997
long,2024-05-07 11:33:00-04:00,18236.75,3.0,18197.5,18274.5,684913,3.0,18235.0,2024-05-07 11:34:00-04:00,5m,-113.22,302449.4639999997
long,2024-05-07 11:35:00-04:00,18242.25,3.0,18197.5,18274.5,684915,3.0,18224.5,2024-05-07 13:48:00-04:00,VWAP,-1073.22,301376.2439999997
long,2024-05-09 10:56:00-04:00,18209.0,3.0,18122.5,18285.5,687633,3.0,18211.0,2024-05-09 10:59:00-04:00,5m,111.78,301488.02399999974
long,2024-05-09 12:37:00-04:00,18205.0,3.0,18122.5,18285.5,687734,3.0,18232.0,2024-05-09 14:59:00-04:00,EOD,1611.78,303099.8039999997
long,2024-05-10 09:51:00-04:00,18333.0,3.0,18257.25,18405.75,688948,3.0,18329.5,2024-05-10 09:54:00-04:00,5m,-218.22,302881.5839999997
long,2024-05-10 09:56:00-04:00,18337.5,3.0,18257.25,18405.75,688953,3.0,18328.75,2024-05-10 09:59:00-04:00,5m,-533.22,302348.3639999997
long,2024-05-14 10:36:00-04:00,18319.25,3.0,18265.5,18370.5,691753,3.0,18307.5,2024-05-14 10:37:00-04:00,VWAP,-713.22,301635.14399999974
long,2024-05-14 10:56:00-04:00,18320.25,3.0,18265.5,18370.5,691773,3.0,18314.75,2024-05-14 11:42:00-04:00,VWAP,-338.22,301296.9239999997
long,2024-05-14 11:43:00-04:00,18320.5,3.0,18265.5,18370.5,691820,3.0,18317.75,2024-05-14 11:44:00-04:00,5m,-173.22,301123.7039999997
long,2024-05-14 11:50:00-04:00,18320.75,3.0,18265.5,18370.5,691827,3.0,18313.5,2024-05-14 12:01:00-04:00,VWAP,-443.22,300680.4839999997
long,2024-05-15 10:20:00-04:00,18532.5,3.0,18491.5,18572.5,693117,3.0,18572.5,2024-05-15 10:49:00-04:00,TP,2391.78,303072.26399999973
short,2024-05-17 10:06:00-04:00,18635.0,3.0,18667.5,18610.5,695862,3.0,18646.5,2024-05-17 10:21:00-04:00,VWAP,-698.22,302374.0439999997
short,2024-05-17 11:04:00-04:00,18634.75,3.0,18667.5,18610.5,695920,3.0,18651.75,2024-05-17 11:08:00-04:00,VWAP,-1028.22,301345.8239999997
short,2024-05-17 11:51:00-04:00,18636.25,3.0,18667.5,18610.5,695967,3.0,18643.0,2024-05-17 11:54:00-04:00,5m,-413.22,300932.6039999997
short,2024-05-17 12:22:00-04:00,18636.0,3.0,18667.5,18610.5,695998,3.0,18610.5,2024-05-17 12:45:00-04:00,TP,1521.78,302454.3839999997
long,2024-05-20 09:50:00-04:00,18722.0,3.0,18635.25,18786.75,697226,3.0,18786.75,2024-05-20 12:53:00-04:00,TP,3876.78,306331.1639999997
long,2024-05-22 10:15:00-04:00,18827.25,3.0,18788.75,18863.75,700009,3.0,18820.0,2024-05-22 10:19:00-04:00,5m,-443.22,305887.94399999967
long,2024-05-22 11:46:00-04:00,18829.5,3.0,18788.75,18863.75,700100,3.0,18825.75,2024-05-22 11:49:00-04:00,5m,-233.22,305654.7239999997
long,2024-05-22 12:07:00-04:00,18827.25,3.0,18788.75,18863.75,700121,3.0,18814.75,2024-05-22 12:31:00-04:00,VWAP,-758.22,304896.5039999997
short,2024-05-23 10:16:00-04:00,18900.25,3.0,18982.5,18840.5,701390,3.0,18906.5,2024-05-23 10:37:00-04:00,VWAP,-383.22,304513.2839999997
long,2024-05-24 10:02:00-04:00,18777.5,3.0,18733.0,18821.5,702756,3.0,18821.5,2024-05-24 10:24:00-04:00,TP,2631.78,307145.06399999966
long,2024-05-28 12:45:00-04:00,18938.0,3.0,18869.0,19004.0,705439,3.0,18932.75,2024-05-28 12:49:00-04:00,5m,-323.22,306821.8439999997
long,2024-05-28 12:51:00-04:00,18938.0,3.0,18869.0,19004.0,705445,3.0,18903.0,2024-05-28 13:50:00-04:00,VWAP,-2108.22,304713.6239999997
short,2024-05-30 13:52:00-04:00,18695.75,3.0,18769.5,18624.5,708266,3.0,18701.25,2024-05-30 13:54:00-04:00,VWAP,-338.22,304375.4039999997
long,2024-06-04 10:03:00-04:00,18652.0,3.0,18581.5,18720.0,712177,3.0,18596.25,2024-06-04 10:05:00-04:00,VWAP,-3353.22,301022.18399999966
short,2024-06-04 12:07:00-04:00,18575.75,3.0,18650.75,18512.25,712301,3.0,18611.25,2024-06-04 12:38:00-04:00,VWAP,-2138.22,298883.9639999997
long,2024-06-05 10:22:00-04:00,18853.0,2.9,18813.75,18891.75,713576,2.9,18891.75,2024-06-05 10:26:00-04:00,TP,2239.554,301123.5179999997
long,2024-06-07 11:22:00-04:00,19046.0,3.0,18992.5,19089.0,716395,3.0,19089.0,2024-06-07 12:08:00-04:00,TP,2571.78,303695.2979999997
long,2024-06-11 11:45:00-04:00,19094.0,3.0,19046.25,19128.75,719177,3.0,19082.25,2024-06-11 11:49:00-04:00,5m,-713.22,302982.0779999997
long,2024-06-11 12:05:00-04:00,19088.5,3.0,19046.25,19128.75,719197,3.0,19128.75,2024-06-11 13:04:00-04:00,TP,2406.78,305388.85799999966
long,2024-06-12 09:47:00-04:00,19488.25,3.0,19374.75,19588.25,720439,3.0,19493.75,2024-06-12 13:32:00-04:00,VWAP,321.78,305710.6379999997
long,2024-06-14 10:09:00-04:00,19605.25,3.0,19557.25,19649.75,723221,3.0,19596.0,2024-06-14 10:12:00-04:00,VWAP,-563.22,305147.4179999997
long,2024-06-14 10:16:00-04:00,19609.75,3.0,19557.25,19649.75,723228,3.0,19602.25,2024-06-14 10:32:00-04:00,VWAP,-458.22,304689.1979999997
long,2024-06-14 10:46:00-04:00,19613.5,3.0,19557.25,19649.75,723258,3.0,19607.25,2024-06-14 11:08:00-04:00,VWAP,-383.22,304305.97799999965
long,2024-06-14 11:56:00-04:00,19608.0,3.0,19557.25,19649.75,723328,3.0,19602.25,2024-06-14 11:57:00-04:00,VWAP,-353.22,303952.7579999997
short,2024-06-18 10:20:00-04:00,19897.5,3.0,19944.25,19867.25,725988,3.0,19907.0,2024-06-18 10:24:00-04:00,5m,-578.22,303374.5379999997
short,2024-06-20 11:19:00-04:00,20197.5,3.0,20261.5,20135.5,728552,3.0,20207.25,2024-06-20 11:40:00-04:00,VWAP,-593.22,302781.3179999997
short,2024-06-21 10:36:00-04:00,19963.75,3.0,20028.0,19918.5,729889,3.0,19956.25,2024-06-21 10:39:00-04:00,5m,441.78,303223.09799999965
long,2024-06-21 11:46:00-04:00,20029.0,3.0,19973.25,20082.75,729959,3.0,19994.25,2024-06-21 12:51:00-04:00,VWAP,-2093.22,301129.8779999997
short,2024-06-24 12:12:00-04:00,19881.0,3.0,19965.25,19808.75,731365,3.0,19808.75,2024-06-24 13:12:00-04:00,TP,4326.78,305456.6579999997
long,2024-06-25 10:00:00-04:00,19849.25,3.0,19792.25,19891.25,732613,3.0,19891.25,2024-06-25 10:09:00-04:00,TP,2511.78,307968.4379999997
short,2024-06-28 12:18:00-04:00,20026.25,3.0,20105.5,19973.0,736891,3.0,20012.5,2024-06-28 14:59:00-04:00,EOD,816.78,308785.21799999964
short,2024-07-01 10:10:00-04:00,19884.25,3.0,19985.75,19840.25,738143,3.0,19840.25,2024-07-01 10:12:00-04:00,TP,2631.78,311416.9979999997
long,2024-07-01 13:24:00-04:00,19989.5,3.1,19913.0,20058.5,738337,3.1,20013.75,2024-07-01 14:59:00-04:00,EOD,1495.006,312912.00399999967
long,2024-07-02 09:46:00-04:00,20092.25,3.1,19976.75,20188.75,739499,3.1,20060.75,2024-07-02 09:49:00-04:00,5m,-1961.494,310950.50999999966
long,2024-07-02 10:08:00-04:00,20084.5,3.1,19976.75,20188.75,739521,3.1,20057.0,2024-07-02 10:09:00-04:00,5m,-1713.494,309237.01599999965
long,2024-07-02 10:35:00-04:00,20083.0,3.0,19976.75,20188.75,739548,3.0,20188.75,2024-07-02 13:16:00-04:00,TP,6336.78,315573.7959999996
long,2024-07-03 10:05:00-04:00,20271.5,3.1,20216.0,20319.0,740898,3.1,20258.0,2024-07-03 10:09:00-04:00,VWAP,-845.494,314728.3019999997
long,2024-07-03 10:10:00-04:00,20271.5,3.1,20216.0,20319.0,740903,3.1,20257.75,2024-07-03 10:11:00-04:00,VWAP,-860.994,313867.3079999996
long,2024-07-03 10:13:00-04:00,20275.25,3.1,20216.0,20319.0,740906,3.1,20257.5,2024-07-03 10:25:00-04:00,VWAP,-1108.994,312758.31399999966
long,2024-07-03 10:32:00-04:00,20268.0,3.1,20216.0,20319.0,740925,3.1,20259.0,2024-07-03 10:35:00-04:00,VWAP,-566.494,312191.8199999996
short,2024-07-04 09:57:00-04:00,20384.0,3.1,20406.25,20368.75,742042,3.1,20383.5,2024-07-04 11:05:00-04:00,VWAP,22.506,312214.32599999965
long,2024-07-05 10:15:00-04:00,20495.5,3.1,20440.25,20549.25,743199,3.1,20549.25,2024-07-05 10:49:00-04:00,TP,3324.006,315538.3319999996
long,2024-07-08 11:39:00-04:00,20647.75,3.1,20600.5,20689.0,744663,3.1,20621.5,2024-07-08 12:09:00-04:00,VWAP,-1635.994,313902.33799999964
long,2024-07-08 13:28:00-04:00,20645.0,3.1,20600.5,20689.0,744772,3.1,20619.25,2024-07-08 14:42:00-04:00,VWAP,-1604.994,312297.3439999996
long,2024-07-10 09:55:00-04:00,20770.5,3.1,20721.5,20814.5,747318,3.1,20764.25,2024-07-10 09:59:00-04:00,5m,-395.994,311901.3499999996
long,2024-07-10 10:04:00-04:00,20775.25,3.1,20721.5,20814.5,747327,3.1,20759.75,2024-07-10 10:21:00-04:00,VWAP,-969.4940000000001,310931.85599999956
long,2024-07-10 10:25:00-04:00,20773.5,3.1,20721.5,20814.5,747348,3.1,20751.75,2024-07-10 10:33:00-04:00,VWAP,-1356.994,309574.8619999996
long,2024-07-15 10:11:00-04:00,20667.5,3.0,20595.25,20737.25,751474,3.0,20737.25,2024-07-15 10:57:00-04:00,TP,4176.78,313751.6419999996
long,2024-07-15 11:47:00-04:00,20687.25,3.1,20595.25,20737.25,751570,3.1,20694.0,2024-07-15 11:49:00-04:00,5m,410.006,314161.6479999996
short,2024-07-15 13:03:00-04:00,20588.5,3.1,20666.25,20524.25,751646,3.1,20617.75,2024-07-15 14:59:00-04:00,EOD,-1821.994,312339.6539999996
short,2024-07-19 11:08:00-04:00,19832.5,3.1,19976.5,19695.0,757051,3.1,19695.0,2024-07-19 12:38:00-04:00,TP,8516.506,320856.15999999957
long,2024-07-22 09:58:00-04:00,19980.75,3.2,19882.75,20076.25,758361,3.2,19970.5,2024-07-22 09:59:00-04:00,5m,-664.7680000000001,320191.3919999996
long,2024-07-22 10:35:00-04:00,19982.25,3.2,19882.75,20076.25,758398,3.2,19954.25,2024-07-22 10:59:00-04:00,VWAP,-1800.7680000000003,318390.6239999996
long,2024-07-22 11:04:00-04:00,19986.5,3.1,19882.75,20076.25,758427,3.1,19894.75,2024-07-22 11:09:00-04:00,VWAP,-5696.994,312693.62999999954
long,2024-07-22 13:08:00-04:00,19985.0,3.1,19882.75,20076.25,758551,3.1,20011.0,2024-07-22 14:59:00-04:00,EOD,1603.5060000000003,314297.1359999996
long,2024-07-23 10:23:00-04:00,20039.0,3.1,19933.5,20138.5,759766,3.1,19977.5,2024-07-23 10:38:00-04:00,VWAP,-3821.494,310475.6419999995
long,2024-07-23 11:13:00-04:00,20039.0,3.1,19933.5,20138.5,759816,3.1,20006.75,2024-07-23 12:05:00-04:00,VWAP,-2007.9940000000001,308467.6479999996
short,2024-07-24 09:56:00-04:00,19512.0,3.0,19653.75,19399.25,761119,3.0,19399.25,2024-07-24 11:15:00-04:00,TP,6756.78,315224.42799999955
long,2024-07-25 11:59:00-04:00,19235.0,3.1,19107.75,19345.75,762622,3.1,19345.75,2024-07-25 12:23:00-04:00,TP,6858.006,322082.43399999954
long,2024-07-26 13:38:00-04:00,19171.0,3.2,19078.75,19253.75,764101,3.2,19156.25,2024-07-26 13:39:00-04:00,5m,-952.768,321129.66599999956
long,2024-07-26 13:40:00-04:00,19168.75,3.2,19078.75,19253.75,764103,3.2,19141.5,2024-07-26 14:41:00-04:00,VWAP,-1752.768,319376.8979999996
long,2024-07-29 09:46:00-04:00,19345.25,3.1,19222.0,19464.5,765248,3.1,19332.5,2024-07-29 09:49:00-04:00,5m,-798.994,318577.9039999995
long,2024-07-29 09:58:00-04:00,19353.75,3.1,19222.0,19464.5,765260,3.1,19308.25,2024-07-29 10:09:00-04:00,VWAP,-2829.494,315748.40999999957
long,2024-07-31 10:12:00-04:00,19419.25,3.1,19310.75,19518.25,768033,3.1,19426.0,2024-07-31 10:14:00-04:00,5m,410.006,316158.4159999995
long,2024-07-31 10:53:00-04:00,19418.25,3.1,19310.75,19518.25,768074,3.1,19417.75,2024-07-31 10:54:00-04:00,5m,-39.494,316118.92199999955
long,2024-07-31 13:59:00-04:00,19426.75,3.1,19310.75,19518.25,768260,3.1,19406.0,2024-07-31 14:00:00-04:00,VWAP,-1294.994,314823.9279999995
short,2024-08-02 12:50:00-04:00,18536.5,3.1,18761.0,18323.0,770951,3.1,18552.25,2024-08-02 13:13:00-04:00,VWAP,-984.994,313838.93399999954
long,2024-08-05 10:31:00-04:00,17911.0,3.1,17509.25,18235.25,772192,3.1,17865.5,2024-08-05 10:32:00-04:00,VWAP,-2829.494,311009.4399999995
long,2024-08-05 10:33:00-04:00,17916.75,3.1,17509.25,18235.25,772194,3.1,18235.25,2024-08-05 12:24:00-04:00,TP,19738.506,330747.94599999953
long,2024-08-07 10:02:00-04:00,18543.75,3.3,18438.75,18642.75,774923,3.3,18485.75,2024-08-07 10:04:00-04:00,VWAP,-3837.0419999999995,326910.9039999995
long,2024-08-07 11:05:00-04:00,18543.25,3.2,18438.75,18642.75,774986,3.2,18534.25,2024-08-07 11:09:00-04:00,5m,-584.768,326326.1359999995
long,2024-08-08 10:07:00-04:00,18263.5,3.2,18130.5,18355.5,776308,3.2,18355.5,2024-08-08 10:27:00-04:00,TP,5879.232000000001,332205.3679999995
long,2024-08-09 11:20:00-04:00,18533.75,3.3,18446.25,18611.25,777761,3.3,18535.0,2024-08-09 11:24:00-04:00,5m,73.458,332278.82599999954
long,2024-08-09 11:33:00-04:00,18529.5,3.3,18446.25,18611.25,777774,3.3,18481.0,2024-08-09 11:56:00-04:00,VWAP,-3210.0419999999995,329068.7839999995
long,2024-08-12 11:51:00-04:00,18682.0,3.2,18557.0,18788.0,779172,3.2,18644.75,2024-08-12 12:56:00-04:00,VWAP,-2392.768,326676.0159999995
long,2024-08-12 13:20:00-04:00,18673.75,3.2,18557.0,18788.0,779261,3.2,18645.5,2024-08-12 13:26:00-04:00,VWAP,-1816.768,324859.2479999995
long,2024-08-13 09:53:00-04:00,18899.5,3.2,18816.25,18959.25,780434,3.2,18895.75,2024-08-13 09:54:00-04:00,5m,-248.768,324610.4799999995
long,2024-08-13 09:58:00-04:00,18901.25,3.2,18816.25,18959.25,780439,3.2,18878.5,2024-08-13 10:18:00-04:00,VWAP,-1464.768,323145.71199999953
long,2024-08-13 10:20:00-04:00,18888.25,3.2,18816.25,18959.25,780461,3.2,18877.25,2024-08-13 10:30:00-04:00,VWAP,-712.768,322432.94399999955
long,2024-08-13 10:35:00-04:00,18890.0,3.2,18816.25,18959.25,780476,3.2,18959.25,2024-08-13 11:05:00-04:00,TP,4423.232,326856.1759999995
long,2024-08-16 11:04:00-04:00,19543.25,3.2,19462.5,19606.5,784645,3.2,19527.75,2024-08-16 11:05:00-04:00,VWAP,-1000.768,325855.40799999953
long,2024-08-16 11:06:00-04:00,19535.25,3.2,19462.5,19606.5,784647,3.2,19534.5,2024-08-16 11:09:00-04:00,5m,-56.76800000000001,325798.63999999955
short,2024-08-20 12:23:00-04:00,19807.25,3.2,19878.5,19755.5,787483,3.2,19755.5,2024-08-20 13:00:00-04:00,TP,3303.2320000000004,329101.8719999995
long,2024-08-21 09:51:00-04:00,19865.5,3.2,19813.0,19908.0,788710,3.2,19908.0,2024-08-21 10:00:00-04:00,TP,2711.232,331813.1039999995
long,2024-08-21 10:14:00-04:00,19868.0,3.3,19813.0,19908.0,788733,3.3,19847.0,2024-08-21 10:15:00-04:00,VWAP,-1395.042,330418.0619999995
long,2024-08-21 10:16:00-04:00,19868.5,3.3,19813.0,19908.0,788735,3.3,19860.0,2024-08-21 10:32:00-04:00,VWAP,-570.042,329848.01999999955
long,2024-08-21 10:33:00-04:00,19870.5,3.2,19813.0,19908.0,788752,3.2,19871.75,2024-08-21 10:34:00-04:00,5m,71.232,329919.2519999995
long,2024-08-23 11:15:00-04:00,19780.5,3.2,19706.5,19823.0,791554,3.2,19774.0,2024-08-23 11:21:00-04:00,VWAP,-424.76800000000003,329494.48399999953
short,2024-08-23 12:00:00-04:00,19680.5,3.2,19764.75,19648.25,791599,3.2,19648.25,2024-08-23 12:14:00-04:00,TP,2055.232,331549.71599999955
short,2024-08-23 13:22:00-04:00,19701.0,3.3,19764.75,19648.25,791681,3.3,19708.75,2024-08-23 13:24:00-04:00,5m,-520.542,331029.17399999953
long,2024-08-29 09:55:00-04:00,19617.5,3.3,19478.25,19741.75,796993,3.3,19583.5,2024-08-29 10:09:00-04:00,VWAP,-2253.042,328776.1319999995
long,2024-08-29 10:31:00-04:00,19623.5,3.2,19478.25,19741.75,797029,3.2,19600.0,2024-08-29 11:21:00-04:00,VWAP,-1512.768,327263.36399999954
long,2024-08-29 11:23:00-04:00,19612.0,3.2,19478.25,19741.75,797081,3.2,19622.5,2024-08-29 11:24:00-04:00,5m,663.232,327926.59599999955
long,2024-08-29 13:14:00-04:00,19615.5,3.2,19478.25,19741.75,797192,3.2,19609.75,2024-08-29 13:15:00-04:00,VWAP,-376.76800000000003,327549.8279999995
long,2024-08-30 09:52:00-04:00,19578.5,3.2,19514.0,19640.5,798370,3.2,19566.75,2024-08-30 10:16:00-04:00,VWAP,-760.768,326789.05999999953
long,2024-08-30 10:17:00-04:00,19587.0,3.2,19514.0,19640.5,798395,3.2,19546.25,2024-08-30 10:21:00-04:00,VWAP,-2616.768,324172.29199999955
long,2024-08-30 10:36:00-04:00,19583.0,3.2,19514.0,19640.5,798414,3.2,19550.0,2024-08-30 10:44:00-04:00,VWAP,-2120.768,322051.5239999995
long,2024-08-30 10:49:00-04:00,19587.75,3.2,19514.0,19640.5,798427,3.2,19566.75,2024-08-30 10:51:00-04:00,VWAP,-1352.768,320698.7559999995
long,2024-09-02 10:35:00-04:00,19644.5,3.2,19613.5,19673.5,799793,3.2,19634.75,2024-09-02 12:50:00-04:00,VWAP,-632.768,320065.98799999955
long,2024-09-02 12:58:00-04:00,19647.25,3.2,19613.5,19673.5,799936,3.2,19663.5,2024-09-02 18:00:00-04:00,EOD,1031.232,321097.21999999956
short,2024-09-03 10:00:00-04:00,19339.75,3.2,19483.25,19233.25,800897,3.2,19233.25,2024-09-03 10:42:00-04:00,TP,6807.232,327904.4519999996
long,2024-09-04 09:50:00-04:00,18970.25,3.2,18860.0,19071.5,802267,3.2,18982.0,2024-09-04 09:54:00-04:00,5m,743.232,328647.68399999954
long,2024-09-04 09:55:00-04:00,18970.75,3.2,18860.0,19071.5,802272,3.2,18972.5,2024-09-04 09:59:00-04:00,5m,103.23200000000001,328750.91599999956
long,2024-09-04 10:09:00-04:00,18971.75,3.2,18860.0,19071.5,802286,3.2,18948.75,2024-09-04 10:14:00-04:00,5m,-1480.7680000000003,327270.1479999996
long,2024-09-04 10:16:00-04:00,18974.5,3.2,18860.0,19071.5,802293,3.2,18919.25,2024-09-04 10:17:00-04:00,VWAP,-3544.768,323725.37999999954
long,2024-09-05 09:54:00-04:00,19034.5,3.2,18885.0,19181.5,803651,3.2,19036.25,2024-09-05 10:45:00-04:00,VWAP,103.23200000000001,323828.61199999956
long,2024-09-09 09:51:00-04:00,18674.5,3.2,18604.75,18743.75,806408,3.2,18656.25,2024-09-09 10:18:00-04:00,VWAP,-1176.768,322651.8439999996
long,2024-09-09 12:28:00-04:00,18676.0,3.2,18604.75,18743.75,806565,3.2,18631.75,2024-09-09 14:02:00-04:00,VWAP,-2840.768,319811.0759999996
long,2024-09-11 12:29:00-04:00,18914.0,3.1,18808.75,19004.25,809326,3.1,18902.5,2024-09-11 12:34:00-04:00,5m,-721.494,319089.5819999996
long,2024-09-11 12:37:00-04:00,18918.75,3.1,18808.75,19004.25,809334,3.1,19004.25,2024-09-11 13:40:00-04:00,TP,5292.506,324382.0879999996
long,2024-09-12 11:01:00-04:00,19294.5,3.2,19210.25,19367.25,810618,3.2,19367.25,2024-09-12 11:13:00-04:00,TP,4647.232,329029.3199999996
long,2024-09-12 11:26:00-04:00,19294.25,3.2,19210.25,19367.25,810643,3.2,19288.25,2024-09-12 11:29:00-04:00,5m,-392.76800000000003,328636.55199999956
long,2024-09-12 11:31:00-04:00,19296.0,3.2,19210.25,19367.25,810648,3.2,19282.5,2024-09-12 11:34:00-04:00,VWAP,-872.768,327763.7839999996
long,2024-09-12 11:35:00-04:00,19289.5,3.2,19210.25,19367.25,810652,3.2,19278.75,2024-09-12 11:39:00-04:00,VWAP,-696.768,327067.0159999996
long,2024-09-13 10:07:00-04:00,19504.25,3.2,19398.25,19604.75,811943,3.2,19462.25,2024-09-13 10:29:00-04:00,VWAP,-2696.768,324370.24799999956
long,2024-09-13 10:41:00-04:00,19503.0,3.2,19398.25,19604.75,811977,3.2,19487.5,2024-09-13 12:16:00-04:00,VWAP,-1000.768,323369.4799999996
long,2024-09-13 12:20:00-04:00,19508.75,3.2,19398.25,19604.75,812076,3.2,19489.5,2024-09-13 12:22:00-04:00,VWAP,-1240.768,322128.7119999996
long,2024-09-13 12:26:00-04:00,19501.75,3.2,19398.25,19604.75,812082,3.2,19491.0,2024-09-13 12:36:00-04:00,VWAP,-696.768,321431.9439999996
short,2024-09-16 11:00:00-04:00,19320.5,3.2,19440.25,19212.25,813358,3.2,19387.25,2024-09-16 11:18:00-04:00,VWAP,-4280.768,317151.1759999996
short,2024-09-16 12:21:00-04:00,19317.75,3.1,19440.25,19212.25,813439,3.1,19330.25,2024-09-16 12:24:00-04:00,5m,-783.494,316367.68199999956
long,2024-09-19 10:22:00-04:00,20079.75,3.1,20003.75,20142.25,817453,3.1,20142.25,2024-09-19 10:30:00-04:00,TP,3866.506,320234.1879999996
long,2024-09-19 10:55:00-04:00,20082.25,3.2,20003.75,20142.25,817486,3.2,20063.25,2024-09-19 10:59:00-04:00,5m,-1224.768,319009.4199999996
long,2024-09-19 11:02:00-04:00,20074.75,3.1,20003.75,20142.25,817493,3.1,20142.25,2024-09-19 11:25:00-04:00,TP,4176.506,323185.92599999957
long,2024-09-23 10:37:00-04:00,20086.25,3.2,20031.25,20140.25,820228,3.2,20061.25,2024-09-23 10:39:00-04:00,VWAP,-1608.768,321577.1579999996
long,2024-09-23 10:42:00-04:00,20086.25,3.2,20031.25,20140.25,820233,3.2,20079.25,2024-09-23 11:02:00-04:00,VWAP,-456.76800000000003,321120.3899999996
long,2024-09-23 11:28:00-04:00,20096.0,3.2,20031.25,20140.25,820279,3.2,20066.5,2024-09-23 12:12:00-04:00,VWAP,-1896.768,319223.6219999996
long,2024-09-24 13:00:00-04:00,20169.5,3.1,20095.0,20213.0,821751,3.1,20147.75,2024-09-24 14:59:00-04:00,EOD,-1356.994,317866.62799999956
long,2024-09-25 10:50:00-04:00,20226.0,3.1,20138.0,20274.0,823001,3.1,20210.0,2024-09-25 11:15:00-04:00,VWAP,-1000.494,316866.1339999996
long,2024-09-25 11:17:00-04:00,20221.0,3.1,20138.0,20274.0,823028,3.1,20212.5,2024-09-25 11:24:00-04:00,VWAP,-535.494,316330.63999999955
short,2024-10-01 10:00:00-04:00,20047.25,3.1,20266.0,19874.0,828471,3.1,20047.5,2024-10-01 10:04:00-04:00,5m,-23.994,316306.6459999996
long,2024-10-03 10:14:00-04:00,20025.0,3.1,19894.75,20118.25,831245,3.1,20016.0,2024-10-03 10:20:00-04:00,VWAP,-566.494,315740.15199999954
long,2024-10-03 10:33:00-04:00,20014.0,3.1,19894.75,20118.25,831264,3.1,19990.75,2024-10-03 10:36:00-04:00,VWAP,-1449.994,314290.1579999996
long,2024-10-03 10:51:00-04:00,20019.5,3.1,19894.75,20118.25,831282,3.1,20002.0,2024-10-03 10:55:00-04:00,VWAP,-1093.494,313196.6639999995
long,2024-10-03 12:33:00-04:00,20010.25,3.1,19894.75,20118.25,831384,3.1,20011.0,2024-10-03 12:34:00-04:00,5m,38.006,313234.6699999996
long,2024-10-07 11:31:00-04:00,20164.0,3.1,20107.75,20219.75,834082,3.1,20139.75,2024-10-07 12:02:00-04:00,VWAP,-1511.994,311722.6759999995
long,2024-10-09 10:14:00-04:00,20301.0,3.1,20238.5,20360.5,836765,3.1,20360.5,2024-10-09 10:59:00-04:00,TP,3680.5060000000003,315403.18199999956
long,2024-10-10 11:07:00-04:00,20403.5,3.1,20340.5,20439.5,838198,3.1,20439.5,2024-10-10 11:28:00-04:00,TP,2223.506,317626.6879999995
long,2024-10-14 12:31:00-04:00,20608.25,3.1,20541.0,20674.0,841042,3.1,20598.5,2024-10-14 12:34:00-04:00,5m,-612.994,317013.69399999955
long,2024-10-14 12:36:00-04:00,20609.75,3.1,20541.0,20674.0,841047,3.1,20598.5,2024-10-14 13:19:00-04:00,VWAP,-705.994,316307.6999999995
long,2024-10-14 13:25:00-04:00,20609.75,3.1,20541.0,20674.0,841096,3.1,20597.5,2024-10-14 13:34:00-04:00,VWAP,-767.994,315539.70599999954
long,2024-10-14 13:37:00-04:00,20612.5,3.1,20541.0,20674.0,841108,3.1,20626.25,2024-10-14 14:59:00-04:00,EOD,844.006,316383.7119999995
long,2024-10-18 10:11:00-04:00,20503.0,3.1,20433.0,20571.0,846421,3.1,20490.25,2024-10-18 10:14:00-04:00,5m,-798.994,315584.7179999995
long,2024-10-18 11:20:00-04:00,20503.5,3.1,20433.0,20571.0,846490,3.1,20481.0,2024-10-18 11:45:00-04:00,VWAP,-1403.494,314181.22399999946
long,2024-10-18 12:52:00-04:00,20502.5,3.1,20433.0,20571.0,846582,3.1,20475.25,2024-10-18 14:01:00-04:00,VWAP,-1697.9940000000001,312483.2299999995
long,2024-10-21 09:49:00-04:00,20490.0,3.1,20422.75,20553.75,847779,3.1,20553.75,2024-10-21 10:17:00-04:00,TP,3944.006,316427.23599999945
long,2024-10-21 10:31:00-04:00,20493.5,3.1,20422.75,20553.75,847821,3.1,20495.75,2024-10-21 10:34:00-04:00,5m,131.006,316558.2419999995
long,2024-10-21 13:16:00-04:00,20489.5,3.1,20422.75,20553.75,847986,3.1,20467.5,2024-10-21 13:19:00-04:00,5m,-1372.494,315185.74799999944
long,2024-10-21 13:51:00-04:00,20490.75,3.1,20422.75,20553.75,848021,3.1,20457.75,2024-10-21 14:59:00-04:00,EOD,-2054.494,313131.2539999995
long,2024-10-22 10:49:00-04:00,20464.75,3.1,20369.5,20547.0,849218,3.1,20464.25,2024-10-22 12:01:00-04:00,VWAP,-39.494,313091.7599999994
long,2024-10-24 13:43:00-04:00,20378.25,3.1,20311.75,20440.75,852152,3.1,20368.5,2024-10-24 14:59:00-04:00,EOD,-612.994,312478.7659999995
short,2024-10-28 11:00:00-04:00,20552.5,3.1,20626.75,20486.25,854749,3.1,20523.25,2024-10-28 14:59:00-04:00,EOD,1805.006,314283.7719999994
long,2024-11-01 09:55:00-04:00,20170.0,3.1,20057.5,20272.5,860204,3.1,20272.5,2024-11-01 10:30:00-04:00,TP,6346.506,320630.27799999947
